Epoch,Loss,Accuracy,Precision,Recall,F1,ROC-AUC,TP,FP,TN,FN,Score,Time
68,1.5826386757544242,0.9966276978417267,0.9987856709168185,0.9966676764616783,0.9977255496588324,0.9999054472674392,3290,4,1143,11,0.997942408429299,41.15908169746399
69,1.1110228232864756,0.997976618705036,0.9990903577926016,0.9981823689790973,0.9986361569934838,0.9999648728675123,3295,3,1144,6,0.9987700750675461,41.08278131484985
70,1.8855912342878582,0.9939298561151079,0.99726609963548,0.9945471069372918,0.9959047474594267,0.9998991085367648,3283,9,1138,18,0.9963093837368142,41.143255949020386
71,1.4515066500825924,0.9968525179856115,0.9990889766170665,0.9966676764616783,0.9978768577494692,0.99994849781327,3290,3,1144,11,0.9980869053254192,41.02572274208069
72,1.862799487716984,0.9957284172661871,0.9981785063752276,0.9960617994547107,0.9971190295678545,0.9998911851234218,3288,6,1141,13,0.9973957875574804,40.98243737220764
73,0.9150101139312028,0.997751798561151,0.9996963255390222,0.9972735534686459,0.9984834698210494,0.999984417287092,3292,1,1146,9,0.9986379129353921,41.10243892669678
74,1.2352700288611231,0.9968525179856115,0.9987860394537178,0.996970614965162,0.9978775015160704,0.999956421226613,3291,4,1143,10,0.9980886190294349,41.08379411697388
75,1.1594935390130559,0.9975269784172662,0.9993928354584092,0.9972735534686459,0.9983320697498105,0.9999580059092817,3292,2,1145,9,0.9984966886006827,41.02140831947327
76,0.999388529380667,0.9975269784172662,0.9993928354584092,0.9972735534686459,0.9983320697498105,0.9999778144426393,3292,2,1145,9,0.9985006503073542,41.31722378730774
77,0.8845178042392945,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.999979399125308,3296,1,1146,5,0.9991806226468201,41.13501286506653
78,1.3967429454569356,0.9970773381294964,0.9987864077669902,0.9972735534686459,0.9980294073063514,0.9999381973759239,3292,4,1143,9,0.9982209808094815,41.14633226394653
79,1.2399908790357586,0.9964028776978417,0.9984825493171472,0.9966676764616783,0.9975742874469375,0.9999440078790423,3290,5,1142,11,0.9978142797605294,40.97925591468811
80,1.3922442148068512,0.9968525179856115,0.9984834698210494,0.9972735534686459,0.9978781448923917,0.9999355562381429,3292,5,1142,9,0.9980846484811682,41.164056062698364
81,1.1604148053884273,0.9964028776978417,0.9993919124353907,0.9957588609512269,0.9975720789074355,0.9999585341368379,3287,2,1145,14,0.9978168528257466,41.03918790817261
82,0.9062612720481411,0.997976618705036,0.9993932038834952,0.9978794304756134,0.9986357435197817,0.9999825684906453,3294,2,1145,7,0.9987735130149142,41.183868169784546
83,1.1887667287228396,0.9973021582733813,0.9987867758568395,0.9975764919721296,0.9981812670506214,0.9999477054719356,3293,4,1143,8,0.9983588797249814,41.123624086380005
84,1.2540162561599573,0.9975269784172662,0.9996962332928311,0.996970614965162,0.9983315637797664,0.9999080884052203,3291,1,1146,10,0.9984866957720492,41.139243841171265
85,1.1431058902653604,0.9968525179856115,0.9993922819811607,0.9963647379581945,0.997876213592233,0.9999585341368379,3289,2,1145,12,0.9980888571308075,41.16085720062256
86,1.06956111137697,0.9970773381294964,0.9993924665856622,0.9966676764616783,0.998028211739724,0.9999635522986218,3290,2,1145,11,0.9982258490430367,41.08823227882385
87,1.45849302190436,0.9959532374100719,0.9984816276951108,0.9960617994547107,0.997270245677889,0.999927896938578,3288,5,1142,13,0.9975389614352721,41.74764347076416
88,1.0371189716388471,0.9973021582733813,0.9987867758568395,0.9975764919721296,0.9981812670506214,0.9999799273528642,3293,4,1143,8,0.9983653241011672,41.23922038078308
89,1.076423354257713,0.9966276978417267,0.9987856709168185,0.9966676764616783,0.9977255496588324,0.9999635522986219,3290,4,1143,11,0.9979540294355356,41.39369583129883
90,0.8444429819537618,0.9982014388489209,0.9996965098634294,0.9978794304756134,0.9987871437234688,0.9999854737422044,3294,1,1146,7,0.9989099993307274,41.12021541595459
91,0.6995236931416002,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999862660835386,3296,1,1146,5,0.9991819960384662,41.318093061447144
92,0.6382643151155207,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999815120355329,3296,1,1146,5,0.999181045228865,41.19581866264343
93,0.7883308919554111,0.997976618705036,0.9993932038834952,0.9978794304756134,0.9986357435197817,0.999984417287092,3294,2,1145,7,0.9987738827742035,41.26924729347229
94,1.1685070112580433,0.9970773381294964,0.9990892531876139,0.996970614965162,0.9980288097043215,0.9999572135679473,3291,3,1144,10,0.9982246459109081,41.02188205718994
95,0.8213992084201891,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999627599572875,3296,1,1146,5,0.999177294813216,41.16063666343689
96,0.7796332279649505,0.9973021582733813,0.9993926510780443,0.996970614965162,0.9981801637852593,0.9999775503288613,3291,2,1145,10,0.9983646276861415,41.20480966567993
97,0.8857599446828317,0.9975269784172662,0.9987871437234688,0.9978794304756134,0.9983330807698136,0.9999823043768672,3294,4,1143,7,0.9985017875526058,41.27919292449951
98,1.569418611436049,0.9966276978417267,0.9984830097087378,0.996970614965162,0.9977262391996362,0.9998756024105137,3291,5,1142,10,0.9979366328251553,41.35978937149048
99,0.9061718894481601,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999725321670773,3296,1,1146,5,0.999179249255174,41.24227809906006
100,0.5508870365174516,0.9991007194244604,1.0,0.9987882459860649,0.9993937556835405,0.9999865301973168,3297,0,1147,4,0.9994538502582765,41.11900520324707
101,0.8495681035619782,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.999974380963524,3296,1,1146,5,0.9991796190144633,41.150707483291626
102,0.5443408865830861,0.9984262589928058,0.9996966019417476,0.9981823689790973,0.9989389116264968,0.9999957741795503,3295,1,1146,6,0.9990479831439396,41.455307483673096
103,0.4841783917763678,0.9993255395683454,0.9996969696969698,0.9993941229930324,0.9995455234055446,0.9999939253831037,3299,1,1146,2,0.9995912162093992,41.20840644836426
104,0.6111735283775488,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999915483591008,3296,1,1146,5,0.9991830524935785,41.114638566970825
105,0.8275068975099202,0.9973021582733813,0.9990895295902883,0.9972735534686459,0.9981807155852032,0.9999804555804205,3292,3,1144,9,0.9983652824995879,41.16488790512085
106,0.46461980918684276,0.9988758992805755,0.9996967859308672,0.9987882459860649,0.9992423094408244,0.9999939253831036,3297,1,1146,4,0.9993194332042871,41.22590398788452
107,1.0184910544894592,0.9973021582733813,0.9993926510780443,0.996970614965162,0.9981801637852593,0.9999152194772291,3291,2,1145,10,0.9983521615158152,41.109692096710205
108,0.8439079520539963,0.9973021582733813,0.9993926510780443,0.996970614965162,0.9981801637852593,0.9999757015324146,3291,2,1145,10,0.9983642579268522,41.123018980026245
109,0.5932109380373731,0.9986510791366906,1.0,0.9981823689790973,0.9990903577926016,0.9999912842453227,3295,0,1147,6,0.9991830180307424,41.26072907447815
110,0.8056020943258773,0.9982014388489209,0.9993933879284198,0.9981823689790973,0.9987875113670809,0.9999735886221897,3295,2,1145,6,0.9989076591491417,41.14553356170654
111,0.8419059699699574,0.9984262589928058,0.9993935718617344,0.998485307482581,0.9989392332171542,0.999971475711965,3296,2,1145,5,0.999043169453248,41.073002576828
112,0.749400207263534,0.997976618705036,0.9993932038834952,0.9978794304756134,0.9986357435197817,0.9999867943110948,3294,2,1145,7,0.9987743581790042,41.18613314628601
113,0.7162571328190097,0.9988758992805755,1.0,0.998485307482581,0.9992420797332121,0.9999825684906453,3296,0,1147,5,0.9993171709974028,41.32933330535889
114,0.6709613275988886,0.9984262589928058,0.9993935718617344,0.998485307482581,0.9989392332171542,0.9999899636764321,3296,2,1145,5,0.9990468670461414,41.11870050430298
115,0.6716834656290303,0.9988758992805755,1.0,0.998485307482581,0.9992420797332121,0.9999535159750539,3296,0,1147,5,0.9993113604942845,41.20664572715759
116,0.6143341985907682,0.9988758992805755,0.9996967859308672,0.9987882459860649,0.9992423094408244,0.9999825684906453,3297,1,1146,4,0.9993171618257953,41.03090023994446
117,0.6932406295218243,0.9984262589928058,0.9996966019417476,0.9981823689790973,0.9989389116264968,0.9999862660835387,3295,1,1146,6,0.9990460815247373,41.172253131866455
118,0.4796964441397904,0.9993255395683454,1.0,0.9990911844895486,0.9995453856644946,0.9999931330417694,3298,0,1147,3,0.9995910485528314,41.119157791137695
119,0.3231890846955139,0.9993255395683454,1.0,0.9990911844895486,0.9995453856644946,0.9999984153173314,3298,0,1147,3,0.9995921050079438,41.21327042579651
120,0.3376759007228429,0.9995503597122302,1.0,0.9993941229930324,0.9996969696969698,0.9999989435448876,3299,0,1147,2,0.9997280791894239,41.298264503479004
121,0.613871558181927,0.9982014388489209,0.9990906335253107,0.998485307482581,0.9987878787878788,0.9999902277902102,3296,3,1144,5,0.9989110972869802,41.37832307815552
122,1.0024674296560079,0.9984262589928058,0.9993935718617344,0.998485307482581,0.9989392332171542,0.9999622317297313,3296,2,1145,5,0.9990413206568013,41.144033908843994
123,0.7674283300011666,0.997976618705036,0.9993932038834952,0.9978794304756134,0.9986357435197817,0.9999830967182014,3294,2,1145,7,0.9987736186604256,41.02953314781189
124,0.44287856118080526,0.9988758992805755,1.0,0.998485307482581,0.9992420797332121,0.9999963024071066,3296,0,1147,5,0.9993199177806951,41.380287647247314
125,0.5901982710856828,0.9986510791366906,0.9993937556835405,0.9987882459860649,0.9990909090909091,0.9999902277902102,3297,2,1145,4,0.9991828435374831,41.01613712310791
126,1.1579880189447067,0.9975269784172662,0.9993928354584092,0.9972735534686459,0.9983320697498105,0.9999524595199415,3292,2,1145,9,0.9984955793228145,45.86138606071472
127,0.4730888142555614,0.9988758992805755,0.9996967859308672,0.9987882459860649,0.9992423094408244,0.9999978870897752,3297,1,1146,4,0.9993202255456215,44.50949668884277
128,0.3884109075447668,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999984153173314,3296,1,1146,5,0.9991844258852247,44.378822565078735
129,0.540912052385579,0.9982014388489209,0.9993933879284198,0.9981823689790973,0.9987875113670809,0.9999926048142131,3295,2,1145,6,0.9989114623875464,43.87414479255676
130,0.7871900784857644,0.997751798561151,0.9987875113670809,0.9981823689790973,0.9984848484848485,0.999979399125308,3295,4,1143,6,0.9986371853034971,43.93647003173828
131,0.6304110222399686,0.9982014388489209,0.9990906335253107,0.998485307482581,0.9987878787878788,0.9999883789937635,3296,3,1144,5,0.998910727527691,43.63552808761597
132,0.5650398538884929,0.9988758992805755,0.9996967859308672,0.9987882459860649,0.9992423094408244,0.9999867943110949,3297,1,1146,4,0.9993180069898854,43.43587255477905
133,0.5167244892222698,0.9988758992805755,0.9996967859308672,0.9987882459860649,0.9992423094408244,0.9999873225386511,3297,1,1146,4,0.9993181126353965,43.79961919784546
134,0.859620163315185,0.9986510791366906,0.9993937556835405,0.9987882459860649,0.9990909090909091,0.9999738527359678,3297,2,1145,4,0.9991795685266347,43.540780544281006
135,0.4243758627449097,0.9993255395683454,0.9996969696969698,0.9993941229930324,0.9995455234055446,0.9999963024071065,3299,1,1146,2,0.9995916916141997,43.599191427230835
136,0.7707255456225539,0.9982014388489209,1.0,0.9975764919721296,0.9987867758568395,0.9999833608319795,3293,0,1147,8,0.9989096135019739,44.08796977996826
137,0.5256579868855624,0.9991007194244604,0.9996968778417702,0.9990911844895486,0.9993939393939394,0.9999904919039883,3298,1,1146,3,0.9994546426107414,43.66699457168579
138,0.6088352622655293,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999910201315445,3296,1,1146,5,0.9991829468480674,43.451642990112305
139,0.7005416789916126,0.9984262589928058,0.9993935718617344,0.998485307482581,0.9989392332171542,0.9999825684906453,3296,2,1145,5,0.999045388008984,43.628785371780396
140,0.33706971923948004,0.9993255395683454,1.0,0.9990911844895486,0.9995453856644946,0.9999981512035533,3298,0,1147,3,0.9995920521851882,43.46190595626831
141,0.3961152016681808,0.9991007194244604,1.0,0.9987882459860649,0.9993937556835405,0.9999978870897751,3297,0,1147,4,0.9994561216367682,43.71410655975342
142,0.5298605039897666,0.9986510791366906,0.9993937556835405,0.9987882459860649,0.9990909090909091,0.9999936612693255,3297,2,1145,4,0.9991835302333062,43.86831307411194
143,0.25397529893325554,0.9993255395683454,1.0,0.9990911844895486,0.9995453856644946,0.9999997358862218,3298,0,1147,3,0.999592369121722,43.89414381980896
144,0.8744047173846639,0.9982014388489209,0.9990906335253107,0.998485307482581,0.9987878787878788,0.9999786067839738,3296,3,1144,5,0.998908773085733,43.49778509140015
145,0.6928331172807702,0.997976618705036,0.9993932038834952,0.9978794304756134,0.9986357435197817,0.9999870584248729,3294,2,1145,7,0.9987744110017598,43.62402153015137
146,0.36035750637984165,0.9993255395683454,0.9996969696969698,0.9993941229930324,0.9995455234055446,0.9999963024071066,3299,1,1146,2,0.9995916916141997,43.5749249458313
147,0.4290424242108202,0.9991007194244604,1.0,0.9987882459860649,0.9993937556835405,0.9999931330417693,3297,0,1147,4,0.9994551708271671,43.91447567939758
148,0.5890292630724616,0.9984262589928058,0.9996966019417476,0.9981823689790973,0.9989389116264968,0.9999912842453226,3295,1,1146,6,0.9990470851570941,43.70922374725342
149,0.7127389916058746,0.9986510791366906,0.9996966939642099,0.998485307482581,0.9990906335253107,0.9999854737422044,3296,1,1146,5,0.9991818375701994,43.898029088974
150,0.28924289091673927,0.9997751798561151,1.0,0.9996970614965162,0.9998485078018482,0.999997358862219,3300,0,1147,1,0.9998636216033396,43.61477732658386
